ChannelName,TvgId,Url,m3u_source,Favourite,New,AddedOn,Country,CountrySource,GroupTitle,Source
LTV7 Ⓖ,LTV7.lv,https://ltvlive3167.bstrm.net/slive/_definst_/ltvlive_event_3_pg2_44004_default_2306_hls.smil/playlist.m3u8,Free-TV,0,0,20251114,Latvia,Free-TV (group),Latvia,Free-TV
Lucania Tv,,https://cdn15.streamshow.it/cloud-lucaniatv/lucaniatv/playlist.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Lupin the 3rd,Lupinthe3rd.us@SD,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/63b5964d1bdba1000712521f/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7af0e6-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=ceff1aa0-cebb-4159-99d2-7b38b17807a8,iptv-org,0,0,20251012,US,inferred-tvgid,Animation,iptv-org
Luxe TV (1080p),LuxeTV.lu,https://alchimie-luxe-fr-rakuten.amagi.tv/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
M»Net,mnet.mk,http://ares.mnet.mk/hls/mnet.m3u8,Free-TV,0,0,20251114,North Macedonia,Free-TV (group),North Macedonia,Free-TV
M»Net Info,info.mnet.mk,http://ares.mnet.mk/hls/mnet-info.m3u8,Free-TV,0,0,20251114,North Macedonia,Free-TV (group),North Macedonia,Free-TV
M»Net Sport,sport.mnet.mk,http://ares.mnet.mk/hls/mnet-sport.m3u8,Free-TV,0,0,20251114,North Macedonia,Free-TV (group),North Macedonia,Free-TV
M1,M1.ua,http://212.79.122.11:5014/udp/239.255.6.28:1234,Free-TV,0,0,20251114,Ukraine,Free-TV (group),Ukraine,Free-TV
M1 Hiradó Ⓨ,M1.hu,https://www.youtube.com/@M1-Hirado/live,Free-TV,0,0,20251114,Hungary,Free-TV (group),Hungary,Free-TV
M2,M2.ua,https://live.m2.tv/hls3/stream.m3u8,Free-TV,0,0,20251114,Ukraine,Free-TV (group),Ukraine,Free-TV
M2 / Petőfi TV,M2.hu,https://c201-node61-cdn.connectmedia.hu/110102/7184521041cf54cee9c6548e8d0ba377/64117799/index.m3u8,Free-TV,0,0,20251114,Hungary,Free-TV (group),Hungary,Free-TV
M4 Sport,M4Sport.hu,https://c401-node62-cdn.connectmedia.hu/110110/5dd8dc6d853c9b7f94db85646ed44326/641177e3/index.m3u8,Free-TV,0,0,20251114,Hungary,Free-TV (group),Hungary,Free-TV
M4TV,M4TV.au,https://5a32c05065c79.streamlock.net/live/stream/playlist.m3u8,Free-TV,0,0,20251114,Australia,Free-TV (group),Australia,Free-TV
M5 Hungary,M5.hu,http://152.66.115.226:33390/bysid/201,Free-TV,0,0,20251114,Hungary,Free-TV (group),Hungary,Free-TV
Mabesh TV,MabeshTV.gh@SD,https://tv.localstreamgh.com/MabeshTV/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Macedonian Documentary Channel,,https://giganet.mk/hls/macdoc.m3u8,Free-TV,0,0,20251114,North Macedonia,Free-TV (group),North Macedonia,Free-TV
MacGyver – Pluto TV,,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/6245d4511358320007029cdf/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel,Free-TV,0,0,20251114,VOD Italy,Free-TV (group),VOD Italy,Free-TV
Mad Dog and Merrill (540p) [Not 24/7],MadDogandMerrill.us,https://rpn.bozztv.com/gusa/gusa-mwg/index.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Cooking,iptv-org
Mad World (720p),MadWorld.gr@SD,https://ellastvmax.better-than.tv/freetv/madworldtv/index.m3u8,iptv-org,0,0,16/10/2025,CA,inferred-m3u,Music,iptv-org
Madani Channel English (720p),MadaniChannelEnglish.pk,https://streaming.madanichannel.tv/static/streaming-playlists/hls/c6a600b0-82cb-454a-8953-2bb2bb372edc/master.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Made – Pluto TV,,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/6304ee20112ca70007d8accc/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel,Free-TV,0,0,20251114,VOD Italy,Free-TV (group),VOD Italy,Free-TV
Made in BO,,https://srvx1.selftv.video/dmchannel/live/playlist.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Made in Hollywood,MadeInHollywood.us,https://connection3-ent-nz.samsung.wurl.tv/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Movies,iptv-org
MagellanTV Now (1080p),MagellanTVNow.us@SD,https://amg00376-magellan-amg00376c5-samsung-au-1708.playouts.now.amagi.tv/playlist/amg00376-magellantv-magellantvnowww-samsungau/playlist.m3u8,iptv-org,0,0,20251114,,IPTV-org,Documentary,iptv-org
Magenta Musik 360 (1080p),MagentaMusik360.de,https://streaming.magentamusik.de/csm/573870/magentamusik1/index.m3u8,iptv-org,0,0,20251012,DE,inferred-tvgid,Music,iptv-org
Magic Ⓖ,Magic.uk,"https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,magic-alldev.m3u8?yo.up=https%3A%2F%2Fboxtv.secure.footprint.net%2Fmagic%2F&spotxc1=195996&spotxc2=190878",Free-TV,0,0,20251114,UK,Free-TV (group),UK,Free-TV
Magna Vision (1080p),MagnavisionTV.uk@SD,https://j78dpa3edq5r-hls-live.5centscdn.com/abr/0864028584026e6ad9cdf922473177a4/playlist.m3u8,iptv-org,0,0,20251114,,IPTV-org,Entertainment,iptv-org
Mahdi TV,MahdiTV.ke@SD,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120427/mahdi/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Mai dire sì – Pluto TV,,https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/6349279ed5023700078f2bc2/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel,Free-TV,0,0,20251114,VOD Italy,Free-TV (group),VOD Italy,Free-TV
Majestad Televisión (480p) [Not 24/7],MajestadTV.us@SD,https://livetv.305streamhd.com:3667/live/majestadtvlive.m3u8,iptv-org,0,0,16/10/2025,US,inferred-tvgid,Religious,iptv-org
Makedonia TV Ⓖ,MakedoniaTV.gr,https://mcdn.antennaplus.gr/live/media0/MAK/HLS/MAK.m3u8,Free-TV,0,0,20251114,Greece,Free-TV (group),Greece,Free-TV
Maldives TV (608p),MaldivesTV.mv,https://live.maldivestv.mv/hls/stream/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
MAN-GA,Manga.it,https://c65b9e710bde44819015af98e72cd7ab.msvdn.net/live/S93572876/aILSQPYFY3pF/playlist.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Maná Church Online (1080p) [Not 24/7],ManaChurchOnline.pt,https://w2.manasat.com/church-online/smil:church-online.smil/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Manatee Schools Television MSTV (Manatee County FL) (1080p),MSTV.us,https://reflect-mcsb-vod.cablecast.tv/live-16/live/live.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Education,iptv-org
Mańǵystaý (540p) [Not 24/7],Mangystay.kz,https://stream.kaztrk.kz/regional/mangystautv/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Maranatha TV,MaranathaTV.gh@SD,https://media.streambrothers.com:1936/8298/8298/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Marco Polo TV,MarcoPoloTV.de@SD,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/65004cf398020f00084ca8bc/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=1b1e4e14-4b81-11ef-a8ac-e146e4e7be02&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=86370235-72a6-4e96-963e-db24b49333fb,iptv-org,0,0,20251012,DE,inferred-tvgid,,iptv-org
Maria Vision,,https://1601580044.rsc.cdn77.org/live/_jcn_/amls:CHANNEL_2/playlist.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Marin TV Community Channel (San Rafael CA) (1080p),MarinTVCommunityChannel.us,http://96.68.164.217/live-13/live/live.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,General,iptv-org
Marin TV Educational Channel (San Rafael CA) (1080p),MarinTVEducationalChannel.us,http://96.68.164.217/live-15/live/live.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Education,iptv-org
Marin TV Government Channel (San Rafael CA) (1080p),MarinTVGovernmentChannel.us,http://96.68.164.217/live-14/live/live.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Legislative,iptv-org
Marjaeyat TV English (1080p),MarjaeyatTVEnglish.iq,https://livefa.marjaeyattv.com/mtv_en/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Martin County MCTV (Martin County FL) (720p),MartinCountyTV.us,https://cdn3.wowza.com/5/UWpORHhLSEs5SkJs/martin/G0074_002/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Legislative,iptv-org
Mashariki TV (720p) [Not 24/7],MasharikiTV.ke,https://goliveafrica.media:9998/live/634adc0806f2b/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Master's TV (720p),MastersTV.ng,https://mn-nl.mncdn.com/commectv_live/masterstv/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Matlock,Matlock.us@SD,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/63da365f60bc8f0008a50f44/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7af0e8-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=4f26df9e-4f5e-4183-a843-1996b0eaf551,iptv-org,0,0,20251012,US,inferred-tvgid,Series,iptv-org
Matrix Tv,,https://5f22d76e220e1.streamlock.net/GrandeItalia/GrandeItalia/playlist.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Maverick Black Cinema (1080p),MaverickBlackCinema.us,https://maverick-maverick-black-cinema-3-us.roku.wurl.tv/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Movies,iptv-org
Max TV,MaxTV.gh@SD,https://tv.qixapps.com/hls/006bea00-06e8-440e-babe-0a588e1138f2.m3u8,iptv-org,0,0,20251012,,,,iptv-org
MBC,MBC.mw@SD,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120684/mbc1/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
MBC (1080p),MBC.uk,https://cdn8.fntvchannel.com/v1/master/02eeb1726c343dc9c30c32e93dee82013e157021/FNTV-CHANNEL_CDN77/index.m3u8,iptv-org,0,0,20251012,GB,inferred-tvgid,Undefined,iptv-org
MBC 1,MBC1.mu@SD,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel1/index.m3u8,iptv-org,0,0,20251012,United Arab Emirates,Free-TV (group),United Arab Emirates,iptv-org
MBC 1 USA (1080p) [Geo-blocked],MBC1USA.us,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-1-usa/fdac3a4fc0473f1f56e07ec1d63a4b7b/index.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,General,iptv-org
MBC 2,MBC2.mu@SD,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel2/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
MBC 2 (576p),MBC2.ae,http://213.57.91.138:8000/play/a05k,iptv-org,0,0,20251012,United Arab Emirates,Free-TV (group),United Arab Emirates,iptv-org
MBC 2 Ⓢ,MBC2.ae,http://37.122.156.107:4000/play/a07g/index.m3u8,Free-TV,0,0,20251114,United Arab Emirates,Free-TV (group),United Arab Emirates,Free-TV
MBC 3,MBC3.mu@SD,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel3/index.m3u8,iptv-org,0,0,20251012,United Arab Emirates,Free-TV (group),United Arab Emirates,iptv-org
MBC 3 USA (1080p) [Geo-blocked],MBC3USA.us,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-3-usa/5d58265a862a476dc7f97694addb5ded/index.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Kids,iptv-org
MBC 4,MBC4.ae,https://mbc4-prod-dub-ak.akamaized.net/out/v1/c08681f81775496ab4afa2bac7ae7638/index.m3u8,Free-TV,0,0,20251114,United Arab Emirates,Free-TV (group),United Arab Emirates,Free-TV
MBC 5,MBC5.mu@SD,https://tgn.bozztv.com/eshgtv-trn09/ga-mchannel5/index.m3u8,iptv-org,0,0,20251012,United Arab Emirates,Free-TV (group),United Arab Emirates,iptv-org
MBC Action (576p),MBCAction.ae@SD,http://213.57.91.138:8000/play/a05l,iptv-org,0,0,20251012,United Arab Emirates,Free-TV (group),United Arab Emirates,iptv-org
MBC Action Ⓢ,MBCAction.ae,http://37.122.156.107:4000/play/a07h/index.m3u8,Free-TV,0,0,20251114,United Arab Emirates,Free-TV (group),United Arab Emirates,Free-TV
MBC Bollywood,MBCBollywood.ae,https://shls-mbcbollywood-prod-dub.shahid.net/out/v1/a79c9d7ef2a64a54a64d5c4567b3462a/index.m3u8,Free-TV,0,0,20251114,United Arab Emirates,Free-TV (group),United Arab Emirates,Free-TV
MBC Bollywood (1080p) [Geo-blocked],MBCBollywood.ae@SD,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-bollywood/546eb40d7dcf9a209255dd2496903764/index.m3u8,iptv-org,0,0,20251012,United Arab Emirates,Free-TV (group),United Arab Emirates,iptv-org
MBC Drama,MBCDrama.ae,https://mbc1-enc.edgenextcdn.net/out/v1/b0b3a0e6750d4408bb86d703d5feffd1/index.m3u8,Free-TV,0,0,20251114,United Arab Emirates,Free-TV (group),United Arab Emirates,Free-TV
MBC Drama USA (1080p),MBCDramaUSA.us@SD,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-drama-usa/ea2f5db904aff224b7066e59c7f585a2/index.m3u8,iptv-org,0,0,16/10/2025,US,inferred-tvgid,Series,iptv-org
MBC FM (1080p),MBCFM.ae,https://dbbv9umqcd7cs.cloudfront.net/out/v1/db15b75c3cc0400c91961468d6a232ac/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
MBC Loud (1080p),MBCLoud.sa,https://d2lfa0y84k5bwn.cloudfront.net/out/v1/86dd4506a70c4d7fb35e2ab50296d9a3/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
MBC Masr 1,MBCMasr1.eg,https://mbc1-enc.edgenextcdn.net/out/v1/d5036cabf11e45bf9d0db410ca135c18/index.m3u8,Free-TV,0,0,20251114,Egypt,Free-TV (group),Egypt,Free-TV
MBC Masr 2,MBCMasr2.eg,https://shls-masr2-ak.akamaized.net/out/v1/f683685242b549f48ea8a5171e3e993a/index.m3u8,Free-TV,0,0,20251114,Egypt,Free-TV (group),Egypt,Free-TV
MBC Masr USA (1080p),MBCMasrUSA.us@SD,https://shd-gcp-live.edgenextcdn.net/live/bitmovin-mbc-masr-usa/cd8d40acdab28aac0582faa3bd3983f1/index.m3u8,iptv-org,0,0,16/10/2025,US,inferred-tvgid,General,iptv-org
MBC Max Ⓢ,MBCMax.ae,http://37.122.156.107:4000/play/a07i/index.m3u8,Free-TV,0,0,20251114,United Arab Emirates,Free-TV (group),United Arab Emirates,Free-TV
MBC Persia,MBCPersia.ae,https://shls-mbcpersia-prod-dub.shahid.net/out/v1/bdc7cd0d990e4c54808632a52c396946/index.m3u8,Free-TV,0,0,20251114,United Arab Emirates,Free-TV (group),United Arab Emirates,Free-TV
MBC TV,MBCTV.kr,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8,Free-TV,0,0,20251114,Korea,Free-TV (group),Korea,Free-TV
MBCI TV,MBCITV.ke@SD,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119696/pangmbcitv/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
MC TV (720p),MCTV.de,https://rrr.sz.xlcdn.com/?account=mceutv&file=mc2&output=playlist.m3u8&protocol=https&service=wowza&type=live,iptv-org,0,0,20251012,DE,inferred-tvgid,Entertainment,iptv-org
MCI Television,MCITelevision.co,https://video.ejeserver.com/live/mcitelevision.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Mcleod's Daughters (1080p),McLeodsDaughters.us@UK,https://amg00627-amg00627c5-samsung-nz-2807.playouts.now.amagi.tv/playlist/amg00627-banijayfast-mcleodsdaughters-samsungnz/playlist.m3u8,iptv-org,0,0,20251114,,IPTV-org,Series,iptv-org
MCN6 (1080p) [Not 24/7],MCN6MainChannel.us,https://d18fcxaqfnwjhj.cloudfront.net/CDN_Ingest/MCN6_MAIN.smil/Playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Entertainment;General,iptv-org
MCN6 Arts Channel (1080p) [Not 24/7],MCN6ArtsChannel.us,https://d18fcxaqfnwjhj.cloudfront.net/CDN_Ingest/MCN6_COMEDY.smil/Playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Culture;Education,iptv-org
MCN6 Music Channel (1080p) [Not 24/7],MCN6MusicChannel.us,https://d18fcxaqfnwjhj.cloudfront.net/CDN_Ingest/MCN6_MUSIC.smil/Playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Animation;Kids;Music,iptv-org
MDF.1 (1080p),MDF1.de,http://58bd5b7a98e04.streamlock.net/medienasa-live/mdf1_high/playlist.m3u8,iptv-org,0,0,20251012,DE,inferred-tvgid,General,iptv-org
MDR Fernsehen Sachsen (1080p) [Geo-blocked],MDRFernsehen.de@Sachsen,https://mdrtvsnhls.akamaized.net/hls/live/2016928/mdrtvsn/index.m3u8,iptv-org,0,0,20251012,DE,inferred-tvgid,General,iptv-org
MDR Fernsehen Sachsen-Anhalt (1080p) [Geo-blocked],MDRFernsehen.de@SachsenAnhalt,https://mdrtvsahls.akamaized.net/hls/live/2016879/mdrtvsa/index.m3u8,iptv-org,0,0,20251012,DE,inferred-tvgid,General,iptv-org
MDR Fernsehen Thuringen,MDRFernsehen.de@Thuringen,https://viamotionhsi.netplus.ch/live/eds/mdr/browser-HLS8/mdr.m3u8,iptv-org,0,0,20251012,DE,inferred-tvgid,General,iptv-org
MDR Sachsen Ⓖ,MDRFernsehenSachsen.de,https://mdrtvsnhls.akamaized.net/hls/live/2016928/mdrtvsn/master.m3u8,Free-TV,0,0,20251114,Germany,Free-TV (group),Germany,Free-TV
MDR Sachsen-Anhalt Ⓖ,MDRFernsehenSachsenAnhalt.de,https://mdrtvsahls.akamaized.net/hls/live/2016879/mdrtvsa/master.m3u8,Free-TV,0,0,20251114,Germany,Free-TV (group),Germany,Free-TV
MDR Thüringen Ⓖ,MDRFernsehenThuringen.de,https://mdrtvthhls.akamaized.net/hls/live/2016880/mdrtvth/master.m3u8,Free-TV,0,0,20251114,Germany,Free-TV (group),Germany,Free-TV
Mediaset Extra Ⓖ,MediasetExtra.it,https://live02-seg.msf.cdn.mediaset.net/live/ch-kq/kq-clr.isml/index.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Mediterranea Tv,,https://stream1.aswifi.it/mediterraneatv/live/index.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Medjugorje Italia Tv,,https://5f22d76e220e1.streamlock.net/medjugorjeitaliatv/medjugorjeitaliatv/playlist.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Medjugorje Tv Puglia,,https://diretta.arcapuglia.it:8080/live/medjugorietv/index.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
Mega,MegaChannel.gr,http://85.11.144.9:6651/tet,Free-TV,0,0,20251114,Greece,Free-TV (group),Greece,Free-TV
Mega News,MegaChannel.gr,https://c98db5952cb54b358365984178fb898a.msvdn.net/live/S99841657/NU0xOarAMJ5X/playlist.m3u8,Free-TV,0,0,20251114,Greece,Free-TV (group),Greece,Free-TV
Mega Ⓢ,Mega.es,http://185.189.225.150:85/mega/index.m3u8,Free-TV,0,0,20251114,Spain,Free-TV (group),Spain,Free-TV
Meriba TV,MeribaTV.zw@SD,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2120683/meribatv/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Merit Street [Geo-blocked],MeritStreet.us@SD,https://amg26296-amg26296c2-merit-worldwide-6642.playouts.now.amagi.tv/playlist/amg26296-meritstreetmediafast-meritplushd-meritworldwide/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Entertainment,iptv-org
MERU TV (720p) [Not 24/7],MERUTV.ke,https://goliveafrica.media:9998/live/628e5c1991061/index.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Metro Globe Network,MetroGlobeNetwork.id,https://edge.medcom.id/live-edge/smil:mgnch.smil/playlist.m3u8,Free-TV,0,0,20251114,News,Free-TV (group),News,Free-TV
Metro Globe Network (1080p) [Not 24/7],MetroGlobeNetwork.id,https://edge.medcom.id/live-edge/smil:mgnch.smil/playlist.m3u8,iptv-org,0,0,20251012,News,Free-TV (group),News,iptv-org
Metro TV,MetroTV.gh@SD,https://g2qd3exjy7an-hls-live.5centscdn.com/metrotvg/ghanaweb.stream/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
MeTV,MeTV.us,https://fl7.moveonjoy.com/ME_TV/index.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Entertainment,iptv-org
meWATCH LIVE 1 (1080p),meWATCHLIVE1.sg,https://tglmp04.akamaized.net/out/v1/898b1cbac7c747e3b1f3deb460e9b67e/manifest.mpd,iptv-org,0,0,20251012,,,,iptv-org
Mezzo (1080p),Mezzo.fr@SD,https://viamotionhsi.netplus.ch/live/eds/mezzo/browser-HLS8/mezzo.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Mədəniyyət TV Ⓢ,MedeniyyetTV.az,https://str.yodacdn.net/medeniyyet/index.m3u8,Free-TV,0,0,20251114,Azerbaijan,Free-TV (group),Azerbaijan,Free-TV
MGM+ East,MGMPlus.us@East,https://fl7.moveonjoy.com/EPIX/index.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Movies,iptv-org
MGM+ Marquee,MGMPlusMarquee.us,https://fl7.moveonjoy.com/EPIX_DRIVE_IN/index.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Movies,iptv-org
MHZ,MHZ.ca,https://mhz-samsung-linear-ca.samsung.wurl.tv/playlist.m3u8,iptv-org,0,0,20251012,CA,inferred-tvgid,Entertainment,iptv-org
Mi obsesión favorita,Miobsesionfavorita.us,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/5d93b4d71754e6a4298d086e/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c29b4c6-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=9ce3fa84-12b2-4c0f-b8d6-66dc172fa3bf,iptv-org,0,0,20251012,US,inferred-tvgid,,iptv-org
Miami Beach Tv (MBTV) (Miami Beach FL) (720p),MBTV.us,https://edge-f.swagit.com/live/miamibeachfl/live-1-a/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Legislative,iptv-org
Midnight Pulp,MidnightPulp.us,https://amg01201-cinedigmenterta-midnightpulp-cineverse-axym1.amagi.tv/playlist/amg01201-cinedigmenterta-midnightpulp-cineverse/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Entertainment,iptv-org
Midpen Media Center Arts Issues and Lifestyles Channel 30 (720p),MidpenMediaCenterChannel30.us,https://5c2974786200d.streamlock.net/live-chan30/ngrp:ch30_all/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Culture,iptv-org
Midpen Media Center Diversity and Culture Channel 75 (720p),MidpenMediaCenterChannel75.us,https://5c2974786200d.streamlock.net/live-chan75/ngrp:ch75_all/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Culture,iptv-org
Midpen Media Center Government etc Channel 26 (720p),MidpenMediaCenterChannel26.us,https://5c2974786200d.streamlock.net/live-chan26/ngrp:ch26_all/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Undefined,iptv-org
Midpen Media Center Government etc Channel 29 (720p),MidpenMediaCenterChannel29.us,https://5c2974786200d.streamlock.net/live-chan29/ngrp:ch29_all/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Legislative,iptv-org
Midpen Media Center Youth Education and Sports Channel 28 (720p),MidpenMediaCenterChannel28.us,https://5c2974786200d.streamlock.net/live-chan28/ngrp:ch28_all/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Education,iptv-org
Midsomer Murders,MidsomerMurders.us@SD,http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/62e92447ea1e2a000735ed33/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=2c7b17f1-35fc-11ef-a031-2b5d494037a2&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=8d95013f-2fa7-4fc2-a78f-993e5252da47,iptv-org,0,0,20251012,US,inferred-tvgid,Series,iptv-org
Mighty TV (576p),MightyTV.gh,http://mightytv.srfms.com:1935/mightytv/livestream/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Military History,MilitaryHistory.us,https://fl7.moveonjoy.com/Military_History/index.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,Documentary,iptv-org
Millbrae Community Television (720p),MCTV.us,https://685c08ed6d81a.streamlock.net/live/mp4:MCTV_aac/playlist.m3u8,iptv-org,0,0,20251012,US,inferred-tvgid,General,iptv-org
Mindanow Network TV,MindanowNetworkTV.ph@SD,https://streams1.comclark.com/overlay/mindanow/playlist.m3u8,iptv-org,0,0,20251012,,,,iptv-org
Minformo Tv,,https://5db313b643fd8.streamlock.net:443/MinformoTV/MinformoTV/playlist.m3u8,Free-TV,0,0,20251114,Italy,Free-TV (group),Italy,Free-TV
